school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ROBOTICS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,RUGBY,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,SCOUTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (ATHLETICS),na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (WATER POLO),na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,ST JOHN BRIGADE,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),OTHERS,STUDENT LEADERSHIP (COUNCIL),na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SWIMMING,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TABLE TENNIS,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TRACK AND FIELD,na
PEIRCE SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,VOLLEYBALL,na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
PEIYING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHOTOGRAPHY,na
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,na
PEIYING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAKTAKRAW,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,ART EXPRESSION
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PIONEER PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,STUDENT COUNCILLORS
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
PIONEER PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PIONEER PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT INITIATED ACTIVITIES (VISUAL & PERFORMING ARTS),DANCE AMBASSADORS
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,Wu SHU
POI CHING SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na
POI CHING SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE CALLIGRAPHY AND BRUSH PAINTING,Chinese Calligraphy
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,DANCE
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,FESTIVE DRUM
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
POI CHING SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
POI CHING SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ACTIVITIES CLUB
POI CHING SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB
POI CHING SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO ENGINEERING
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BADMINTON,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BASKETBALL,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,BOYS' BRIGADE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,GIRLS' BRIGADE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),PHMEDIA
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (CANOEING),na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (WATER POLO),na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TABLE TENNIS,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,VOLLEYBALL,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BALLET,CONTEMPORARY DANCE
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,INNOPRENEUR
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ECO CLUB
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,English Language Literary & Drama Society
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,EcoSTEM
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HEALTH AND FITNESS,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,ART CLUB
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,I-STEM CLUB
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MULTIMEDIA CLUB
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCETOPIA
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
PUNGGOL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,BAND
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FRISBEE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ART AND CRAFTS,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,AUDIO VISUAL AID,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BASKETBALL,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,"INDIAN LANGUAGE, DRAMA AND DEBATING",na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,NETBALL,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,RED CROSS YOUTH,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,SCOUTS,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SHOOTING,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (ATHLETICS),na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,SP-CCA (ETHNIC DANCE),na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (WATER POLO),na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TABLE TENNIS,na
PUNGGOL SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,VOLLEYBALL,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CULTURAL DANCE,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,WITS Club
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,ART CLUB
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",THEATRICAL ARTS & MASS MEDIA
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
QIFA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM & MEDIA CLUB
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,CHINESE DRUMS
QIFA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
QIHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,ART & POTTERY CLUB
QIHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
QIHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
QIHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
QIHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
QIHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,DIKIR BARAT,DIKIR BARAT
QIHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,INNOVATION & ENTREPRENEURSHIP CLUB
QIHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB
QIHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
QIHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
QIHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE
QIHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
QIHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
QIHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAKTAKRAW,na
QIHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SPEECH AND DRAMA,DRAMA CLUB
QIHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,VISUAL ART
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE WEIQI,WEIQI
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,BASKETBALL,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,DESIGN AND INNOVATION,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),CLUBS AND SOCIETIES,DIGITAL MEDIA,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,GIRL GUIDES,na
